Name,Sub-Domain,Field,Country,Description,Dataset Link,File Count,Category,Original Format,Original Size (MB),JSONL Size (MB),Total Lines,Cleaned Size (MB),Cleaned Lines,License,Last Updated,Uploaded?,Cleaned?,Verified?,Is Synthetic?,Date Added,Author,Popularity,Tags,Note
Time series dataset for network security situational awareness,Security Operations,Cybersecurity,Global,"The dataset consists of four parts, each containing the time series generated from cybersecurity alerts collected between 2017 and 2018 and between 2023 and 2024. Alerts were collected from the Warden system, which collects and shares information about security events detected by various security sy",https://data.mendeley.com/datasets/f4zcprdfxn/2,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
AI Model Vulnerability Tracker 2026: 47 Confirmed Exploits,Penetration Testing,Cybersecurity,Global,"47 reproduced AI vulnerabilities across ChatGPT, Claude, Gemini & Llama. Severity-scored, disclosed, updated monthly by Axis Intelligence Research. AI Model Vulnerability Tracker 2026 Guide.",https://axis-intelligence.com/research/ai-model-vulnerability-tracker/,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Loksharan-soc,Cloud Security,Cybersecurity,Global,"Hands-on AWS Cloud Security Lab to simulate attacks, detect malicious activity, and practice incident response. This project demonstrates Cloud + SOC skills by combining Terraform (IaC), attack simulations, Splunk/Wazuh detections, and playbooks mapped to MITRE ATT&CK.",https://github.com/Loksharan-soc/Cloud-Security-Lab,,Repository,,0.00,,,,,MIT,2025-09-18,,,,,15/07/2026,,,,
sristy17,Identity Access and Management,Cybersecurity,Global,"Insider threats are one of the most challenging problems in cybersecurity because malicious behavior is rare, subtle, and usually unlabeled. Traditional rule-based systems fail to generalize, and supervised ML is impractical due to the lack of labeled attack data. This project implements an end-to-e",https://github.com/sristy17/insider-Threat-Detection,,Repository,,0.07,,,,,MIT,2026-03-05,,,,,15/07/2026,,,,
Chimera: Harnessing Multi-Agent LLMs for Automatic Insider Threat ...,Identity Access and Management,Cybersecurity,Global,"Insider threats pose a persistent and critical security risk, yet are notoriously difficult to detect in complex enterprise environments, where malicious actions are often hidden within seemingly benign user behaviors. Although machine-learning-based insider threat detection (ITD) methods have shown",https://arxiv.org/abs/2508.07745,1,Document,PDF,0.04,,,,,CC BY 4.0,2026-01-06,,,,,15/07/2026,,,,
LogTinyLLM: Tiny Large Language Models Based Contextual Log Anomaly ...,Threat Intelligence,Cybersecurity,Global,Log anomaly detection using traditional rule based or deep learning based methods is often challenging due to the large volume and highly complex nature of log sequence. So effective way of detection of anomalous sequence of logs is crucial for system maintenance and development. This paper proposes,https://arxiv.org/abs/2507.11071,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-07-16,,,,,15/07/2026,,,,
An Empirical Study of the Imbalance Issue in Software Vulnerability ...,Application Security,Cybersecurity,Global,"Despite its promise, DL-based vulnerability detection remains in its early stages, with model performance exhibiting variability across datasets. Drawing insights from other well-explored application areas like computer vision, we conjecture that the imbalance issue (the number of vulnerable code is",https://arxiv.org/abs/2602.12038,1,Document,PDF,0.04,,,,,CC BY 4.0,2026-02-13,,,,,15/07/2026,,,,
MicrosoftDocs,"Governance, Risk and Compliance",Cybersecurity,Global,The security and governance pillar of the Copilot Control System focuses on the following key capabilities: Data security AI security Compliance and privacy,https://github.com/MicrosoftDocs/microsoft-365-docs/blob/public/copilot/copilot-control-system/security-governance.md,,Repository,,2792.13,,,,,CC BY 4.0,2026-04-30,,,,,15/07/2026,,,,
"US Consumer Identity & Access Management Market Size, Report",Identity Access and Management,Cybersecurity,Global,"United States Consumer Identity And Access Management Market Trends and Insights Increasing Cyber Attacks The proliferation of cybercrime in today's digital landscape has emerged as a critical driver for customer identity and access management solutions, as every aspect of daily life moves online.",https://www.mordorintelligence.com/industry-reports/united-states-consumer-identity-and-access-management-market,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
joerizz23,Security Operations,Cybersecurity,Global,This project demonstrates my ability to investigate and triage common SOC alerts using a structured incident analysis workflow. The lab focuses on: validating alerts analyzing suspicious activity determining severity recommending containment and response actions,https://github.com/joerizz23/soc-analyst-portfolio/tree/main/soc-alert-triage-lab,,Repository,,0.03,,,,,MIT,2026-03-25,,,,,15/07/2026,,,,
Oracleo,"Governance, Risk and Compliance",Cybersecurity,Global,"A structured Vulnerability Risk Assessment lab simulating a real-world GRC engagement — scanning, risk scoring, business impact analysis, and a P1-P4 remediation priority matrix directly mirroring GRC risk register and treatment planning practice.",https://github.com/Oracleo/GRC-P1-Vulnerability-Risk-Assessment-Nessus,,Repository,,4.82,,,,,MIT,2026-06-09,,,,,15/07/2026,,,,
The Top 11 SIEM Tools in 2026 For Real-Time Incident Response and Security,Security Operations,Cybersecurity,Global,"SIEM Software Solutions: Top-Rated Security Event Management can perform threat monitoring, event correlation, and incident response by analyzing the log and event data in real-time. Security Information Management performs collection, analyzation, and reporting on log data.",https://www.softwaretestinghelp.com/siem-tools/,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
"Conflicting Scores, Confusing Signals: An Empirical Study of ...",Vulnerability Management,Cybersecurity,Global,"This paper presents the first large-scale, empirical evaluation of four prominent vulnerability scoring systems—CVSS, EPSS, SSVC, and the Exploitability Index—using a real-world dataset of 600 vulnerabilities from Microsoft's Patch Tuesday disclosures.",https://arxiv.org/html/2508.13644v1,1,Document,PDF,0.23,,,,,CC BY 4.0,2025-08-20,,,,,15/07/2026,,,,
PollaMohith,Vulnerability Management,Cybersecurity,Global,"Nmap Vulnerability Scanner is a Python-based security tool that automates network scanning using Nmap, detects open ports, identifies running services, and extracts known vulnerabilities (CVEs) using the vulners NSE script. It organizes the results into a clean CSV format for easy analysis and repor",https://github.com/PollaMohith/-Automated-Network-Vulnerability-Security-Assessment-Tool,,Repository,,0.01,,,,,MIT,2025-08-20,,,,,15/07/2026,,,,
Agent Skills in the Wild: An Empirical Study of Security ...,Vulnerability Management,Cybersecurity,Global,"Our contributions include: (1) a grounded vulnerability taxonomy derived from 8,126 vulnerable skills, (2) a validated detection methodology achieving 86.7% precision and 82.5% recall, and (3) an open dataset and detection toolkit to support future research.",https://arxiv.org/abs/2601.10338,1,Document,PDF,0.04,,,,,CC BY 4.0,2026-01-16,,,,,15/07/2026,,,,
"Secure Service Configuration in AWS, Azure, and GCP",Cloud Security,Cybersecurity,Global,"This poster compares and contrasts the popular security services of each major cloud provider—Amazon Web Services (AWS), Google Cloud Platform (GCP), and Microsoft Azure.",https://www.sans.org/posters/secure-service-configuration-in-aws-azure-gcp,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Cloud Security Compliance: Standards & Best Practices,Cloud Security,Cybersecurity,Global,"5. Cloud Resource Update Security and performance depend on the maintenance of an up-to-date cloud architecture. Each of AWS, Azure, and GCP provides its own resources and cloud security best practices to assist companies in administering and implementing fixes and updates to their cloud assets. The",https://qualysec.com/cloud-security-compliance/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
ersinnerol,"Governance, Risk and Compliance",Cybersecurity,Global,"Practical ISO/IEC 27001:2022 Annex A control checklist in Markdown — 93 controls across Organizational, People, Physical, and Technological themes. Ready for implementation tracking, internal audit...",https://github.com/ersinnerol/iso27001-checklist,,Repository,,0.01,,,,,MIT,2026-04-24,,,,,15/07/2026,,,,
awslabs,Identity Access and Management,Cybersecurity,Global,IAM Policy Autopilot is an open source static code analysis tool that helps you quickly create baseline AWS IAM policies that you can refine as your application evolves. This tool is available as a...,https://github.com/awslabs/iam-policy-autopilot,,Repository,,1.38,,,,,Apache-2.0,2026-07-14,,,,,15/07/2026,,,,
DavideBruni,Security Operations,Cybersecurity,Global,"ThreatCore is a benchmark dataset for fine-grained threat detection, distinguishing between explicit, implicit and non-threats. The repository includes the dataset, annotation guidelines, synthetic data generation prompts, and prompts used for LLM-based threat detection experiments.",https://github.com/DavideBruni/ThreatCore,,Repository,,2.08,,,,,Apache-2.0,2026-05-12,,,,,15/07/2026,,,,
Detecting advanced persistent threats via heterogeneous ...,Threat Intelligence,Cybersecurity,Global,"Advanced Persistent Threats (APTs) is one of the most serious cybersecurity threats today, posing a substantial threat to enterprises and organizations due to their stealthy and targeted nature. Data provenance-based methods are widely used for APT detection but often rely on specific rules and high",https://link.springer.com/article/10.1186/s42400-025-00425-x,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
What Is Threat Hunting? Everything You Want to Know,Security Operations,Cybersecurity,Global,"Threat hunting is a critical aspect of cybersecurity, providing organizations with an additional layer of protection against cyber threats. In this blog post, we'll take a detailed look at threat hunting and explore the types, benefits, and tools available to help organizations identify and mitigate",https://ipwithease.com/threat-hunting/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Container Image Scanning in CI/CD Explained,Cloud Security,Cybersecurity,Global,"Container image scanning is a security process that identifies vulnerabilities, malware, and misconfigurations in container images. It plays a key role in CI/CD pipelines by catching risks early, blocking insecure images from moving to production, and ensuring continuous monitoring after deployment.",https://www.hokstadconsulting.com/blog/container-image-scanning-cicd-explained,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Securing Container Builds,Cloud Security,Cybersecurity,Global,"The Container Scanning API allows you to automate OS vulnerability detection, scanning each time you push an image to Container Registry or Artifact Registry. Enabling this API also enables language package scans for Go and Java vulnerabilities.",https://codelabs.developers.google.com/securing-container-builds,1,Website,HTML,0.09,,,,,CC BY 4.0,2026-03-27,,,,,15/07/2026,,,,
deepzec,Security Operations,Cybersecurity,Global,This repository contains a custom pySigma backend specifically designed to convert Sigma rules into functional and accurate Cortex XSIAM XQL queries. The standard pysigma-backend-cortexxdr often falls short in handling the specific syntax and data models required by Cortex XSIAM. This project provid,https://github.com/deepzec/Sigma2XSIAM,,Repository,,2.62,,,,,MIT,2025-10-09,,,,,15/07/2026,,,,
Benchmarking and Exploring the Capabilities of LLMs for Attack ...,"Governance, Risk and Compliance",Cybersecurity,Global,"To address this problem, we develop and present a new evalu-ation benchmark, AuditBench, that assesses the capabilities of LLMs for analyzing audit logs relevant to security investigations. Our benchmark spans four common security investigation tasks, with labeled log datasets spanning 51 distinct a",https://arxiv.org/pdf/2606.10281,1,Document,PDF,0.70,,,,,CC BY 4.0,2026-06-10,,,,,15/07/2026,,,,
IT Security Audit Methodology: A Complete Guide,"Governance, Risk and Compliance",Cybersecurity,Global,"Discover the IT security audit methodology in 2026. Learn key steps, best practices, and frameworks to strengthen your organization's cybersecurity.",https://qualysec.com/it-security-audit-methodology-a-complete-guide-2024/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
OAuth 2.0 Access Tokens and The Principle of Least Privilege,Identity Access and Management,Cybersecurity,Global,A deep dive into OAuth 2.0 access tokens and the principle of least privilege to enhance your application's security by correctly scoping tokens and implementing robust validation strategies.,https://auth0.com/blog/oauth2-access-tokens-and-principle-of-least-privilege/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Time series dataset for network security situational awareness,Security Operations,Cybersecurity,Global,"The dataset consists of four parts, each containing the time series generated from cybersecurity alerts collected between 2017 and 2018 and between 2023 and 2024. Alerts were collected from the Warden system, which collects and shares information about security events detected by various security sy",https://data.mendeley.com/datasets/f4zcprdfxn/3,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Top 7 IAC Tools for 2026,Cloud Security,Cybersecurity,Global,"Top 7 IaC Tools for Security to Consider in 2026 Infrastructure as code has become the default way teams provision and manage cloud environments. That shift also means that a misconfigured Terraform file, an overly permissive Kubernetes manifest, or an exposed secret in a Helm chart can reach produc",https://xygeni.io/blog/top-7-iac-tools/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
saracena26,Cloud Security,Cybersecurity,Global,"Cloud-native Purple Team lab built on AWS using Terraform (IaC). Simulated EC2 compromise and defense, validating detection capabilities via GuardDuty, CloudTrail, and VPC Flow Logs, with all activ...",https://github.com/saracena26/AWS-Attack-and-Defense-Range,,Repository,,5.73,,,,,MIT,2025-11-12,,,,,15/07/2026,,,,
Log-Based Anomaly Detection of System Logs Using Graph Neural Network,Threat Intelligence,Cybersecurity,Global,Log anomaly detection is essential for maintaining the reliability and security of large-scale networked systems. Most traditional techniques rely on log parsing in the reprocessing stage and utilize handcrafted features that limit their adaptability across various systems.,https://www.techscience.com/cmc/v86n2/64774,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
LogTinyLLM: Tiny Large Language Models Based Contextual Log Anomaly ...,Threat Intelligence,Cybersecurity,India,"These results indicate that adapter based models are more effective than LogBERT for log anomaly detection on the Thunderbird dataset, with the DeepSeek R1-Distill-Qwen-1.5B model achieving the best overall performance.",https://arxiv.org/html/2507.11071v1,1,Document,PDF,0.34,,,,,CC BY 4.0,2025-07-16,,,,,15/07/2026,,,,
What is the CVE database and how does it work?,Vulnerability Management,Cybersecurity,Global,"The Common Vulnerabilities and Exposures (CVE) database is updated as soon as a record is published. Meanwhile, new CVE IDs typically become available in the National Vulnerability Database (NVD) dataset within an hour of publication. After the record is added, the NVD begins enriching it. The enric",https://www.expressvpn.com/blog/cve-database/,,Website,HTML,,,,,,Free to use,2026-07-14,,,,,15/07/2026,,,,
dependency-check,Vulnerability Management,Cybersecurity,Global,"To pick up a draggable item, press the space bar. While dragging, use the arrow keys to move the item. Press space again to drop the item in its new position, or press escape to cancel.",https://github.com/dependency-check/DependencyCheck/issues/7880,,Repository,,304.85,,,,,Apache-2.0,2026-07-14,,,,,15/07/2026,,,,
From Complexity to Clarity: AI/NLP's Role in Regulatory Compliance,"Governance, Risk and Compliance",Cybersecurity,Global,"This survey examines the current state of automated data compliance, analyzing key challenges and approaches across problem areas. We identify critical limitations in current datasets and techniques, including issues of adaptability, completeness, and trust.",https://aclanthology.org/2025.findings-acl.1366/,1,Website,HTML,0.01,,,,,CC BY 4.0,2026-07-15,,,,,15/07/2026,,,,
MicrosoftDocs,Identity Access and Management,Cybersecurity,Global,"Azure Files enforces authorization on user access at the share level, the directory level, and the file level. You can assign share-level permissions to Microsoft Entra users or groups that are managed through Azure RBAC. With Azure RBAC, the credentials that you use for file access should be availa",https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/storage/files/storage-files-authorization-overview.md,,Repository,,26412.93,,,,,CC BY 4.0,2026-07-15,,,,,15/07/2026,,,,
Secure data access for users and groups,Cloud Security,Cybersecurity,Global,"Many collaborative apps allow users to read and write different pieces of data based on a set of permissions. In a document editing app, for example, users may want to allow a few users to read and write their documents while blocking unwanted access. Note: The server client libraries bypass all Clo",https://firebase.google.com/docs/firestore/solutions/role-based-access,1,Website,HTML,0.46,,,,,CC BY 4.0,2026-07-10,,,,,15/07/2026,,,,
Execution-bound advisory automation for agentic AI: a ...,Vulnerability Management,Cybersecurity,Global,"The primary vulnerability dataset was OSV.dev, which provides ecosystem-aware vulnerability records. Additional enrichment was performed using the GitHub Advisory Database via its GraphQL API.",https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2026.1826384/full,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
NIST Special Publication 800-63B,Identity Access and Management,Cybersecurity,Global,Identity proofing establishes that a subject is actually who they claim to be. Digital authentication is the process of determining the validity of one or more authenticators used to claim a digital identity. Authentication establishes that a subject attempting to access a digital service is in cont,https://pages.nist.gov/800-63-3/sp800-63b.html,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
poojanoochila,Security Operations,Cybersecurity,Global,"This project is a Security Operations Center (SOC) Dashboard Simulator designed to replicate core SIEM (Security Information and Event Management) workflows. It demonstrates how security analysts monitor, triage, and respond to alerts in a real-world SOC environment. The system uses simulated log da",https://github.com/poojanoochila/soc-dashboard-siem-simulator,,Repository,,0.53,,,,,MIT,2026-05-10,,,,,15/07/2026,,,,
SecJS-Vuln-Benchmark,Vulnerability Management,Cybersecurity,Global,SecJS builds and evaluates JavaScript vulnerability datasets for LLM security evaluation. It supports the RQ1 evaluation workflow used in the SecJS paper. Dataset files are not committed to this repository. Build them locally with ForgeJS/ or place the released ArenaJS dataset under the expected pat,https://github.com/SecJS-Vuln-Benchmark/SecJS-Benchmark,,Repository,,600.95,,,,,Apache-2.0,2026-04-27,,,,,15/07/2026,,,,
Krishcalin,Cloud Security,Cybersecurity,Global,"An open-source, agentless Python-based Kubernetes Security Posture Management (KSPM) tool that connects to a live Kubernetes cluster via the Kubernetes API and performs comprehensive security posture assessments. No agents, sidecars, or DaemonSets required — the scanner uses your existing kubeconfig",https://github.com/Krishcalin/Kubernetes-Security-Posture-Management,,Repository,,0.10,,,,,MIT,2026-03-31,,,,,15/07/2026,,,,
"Conflicting Scores, Confusing Signals: An Empirical Study of ...",Vulnerability Management,Cybersecurity,Global,"This work provides the first large-scale, outcome-linked empirical comparison of four publicly available vulnerability scoring systems: the Common Vulnerability Scoring System (CVSS), the Stakeholder-Specific Vulnerability Categorization (SSVC), the Exploit Prediction Scoring System (EPSS), and the ",https://arxiv.org/abs/2508.13644,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-08-20,,,,,15/07/2026,,,,
HailBytes,Vulnerability Management,Cybersecurity,Global,"Parse and score any CVSS v3.1 or v4.0 vector string in milliseconds — fully offline, zero dependencies. Use the calculate () function in your CI pipeline, vuln management tool, or ticketing integration, or drop the <hailbytes-cvss-calc> web component directly into any page.",https://github.com/HailBytes/cvss-calc,,Repository,,0.04,,,,,MIT,2026-05-29,,,,,15/07/2026,,,,
Getting Started,Vulnerability Management,Cybersecurity,Global,"This page provides practical guidance for downloading and using the CVSS corpus for speech-to-speech translation research. It covers the available distribution channels, storage requirements, file str",https://deepwiki.com/google-research-datasets/cvss/4-getting-started,1,Website,HTML,0.41,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Cloud Security Posture Management (CSPM),Cloud Security,Cybersecurity,Global,"This Cloud Security Posture Management (CSPM) guide shows you how to identify risks, fix misconfigurations, and protect your cloud infrastructure effectively.",https://qualysec.com/cloud-security-posture-management-cspm/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Vulnerability Scanning Tools,Vulnerability Management,Cybersecurity,Global,"Explore the top 10 best vulnerability scanning tools to protect your systems. Explore its features, and benefits for enhanced cybersecurity & threat detection.",https://qualysec.com/vulnerability-scanning-tools/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
The Top 10 External Vulnerability Scanner Tools (2026 SELECTIVE),Vulnerability Management,Cybersecurity,Global,The scanner should verify the vulnerabilities found to detect false positives before reporting the results of the conducted scan. A visual dashboard that depicts the results of a scan with comprehensive reports and analytics is a must. The scanner must categorize weaknesses based on how severe a thr,https://www.softwaretestinghelp.com/external-vulnerability-scanner/,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
Vulnerability Assessment Methodology: A Step-by-Step Guide 2026,Vulnerability Management,Cybersecurity,Global,Discover how vulnerability assessment methodology helps identify and mitigate security risks effectively to protect your systems from potential cyber threats.,https://qualysec.com/vulnerability-assessment-methodology/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Cyber Threat Hunting: A 2026 Proactive Defense Guide,Security Operations,Cybersecurity,Global,"Go beyond reactive alerts. This 2026 guide to cyber threat hunting explains methodologies, phases, and techniques to proactively find threats in your network.",https://www.threatcrush.com/blog/cyber-threat-hunting,,Website,HTML,,,,,,MIT,,,,,,15/07/2026,,,,
VulReaD: Knowledge-Graph-guided Software Vulnerability Reasoning and ...,Vulnerability Management,Cybersecurity,Global,"In practice, effective vulnerability mitigation requires identifying the underlying weakness, typically expressed as a Common Weakness Enumeration (CWE) category. As a result, binary accuracy alone may substantially overestimate the real-world utility of SVD methods.",https://arxiv.org/pdf/2602.10787,1,Document,PDF,1.82,,,,,CC BY 4.0,2026-02-12,,,,,15/07/2026,,,,
CWE Vulnerability Categories,Vulnerability Management,Cybersecurity,Global,"Purpose and Scope This document provides a comprehensive reference for all Common Weakness Enumeration (CWE) vulnerability categories covered in the VulnLLM-R test datasets. It catalogues the 21+ CWE categories included in the evaluation suite, describes their characteristics, and explains how they ",https://deepwiki.com/ucsb-mlsec/VulnLLM-R/6.1-cwe-vulnerability-categories,1,Website,HTML,0.64,,,,,Free to use,,,,,,15/07/2026,,,,
Evolving Information and Cybersecurity Policies in 2025: Structure ...,"Governance, Risk and Compliance",Cybersecurity,Global,"As cyber threats accelerate, Information Systems Security Policies (ISSP) are more critical than ever. An ISSP is a strategic document that outlines the principles, objectives, and security measures for an organization's information systems. It contains high-level, mandatory statements used to defin",https://www.sans.org/blog/evolving-information-cybersecurity-policies-2025,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Security Audit,"Governance, Risk and Compliance",Cybersecurity,Global,"What is a CyberSecurity Audit? A security audit, also known as a cybersecurity audit, is a comprehensive assessment of the organization's security infrastructure, policies, networks, and application software to assess the effectiveness of its security controls and measures. It aims to identify vulne",https://qualysec.com/security-audit-a-comprehensive-guide-for-cybersecurity/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
The application of blockchain technology in the audit system,"Governance, Risk and Compliance",Cybersecurity,Global,"Important steps performed in this stage involve understanding the audited entity and its environment, identifying and evaluating the risks of significant misstatements at financial statement level and assertion level, and developing the overall audit strategy and specific audit plans informed by the",https://www.frontiersin.org/journals/blockchain/articles/10.3389/fbloc.2026.1821246/full,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
HopeAI83,"Governance, Risk and Compliance",Cybersecurity,Global,A synthetic dataset simulating Electronic Health Record (EHR) access audit logs for anomaly detection research in healthcare cybersecurity. This dataset enables the development and evaluation of machine learning models for detecting unauthorized or suspicious access patterns in healthcare systems.,https://github.com/HopeAI83/Synthetic-EHR-Audit-Dataset,,Repository,,4.85,,,,,MIT,2025-12-18,,,,,15/07/2026,,,,
Set Theory Relationship Mapping (STRM),"Governance, Risk and Compliance",Cybersecurity,Global,"Set Theory Relationship Mapping (STRM) Relevant source files Purpose and Scope Set Theory Relationship Mapping (STRM) is the systematic methodology used by the Secure Controls Framework (SCF) to establish mathematically sound relationships between SCF controls and external regulatory frameworks, sta",https://deepwiki.com/securecontrolsframework/securecontrolsframework/4.3-set-theory-relationship-mapping-(strm),1,Website,HTML,0.31,,,,,Free to use,,,,,,15/07/2026,,,,
"Datasets — SEC EDGAR, PubMed, NVD/CVE, Ethereum, Bitcoin, GWAS, arXiv ...",Threat Intelligence,Cybersecurity,Global,"Instant access to datasets for AI agents: NVD/CVE vulnerabilities, SEC EDGAR financials, PubMed biomedical literature, FDA FAERS adverse events, Ethereum & Bitcoin on-chain data, GWAS genetic associations, FEC campaign finance, FRED macro indicators, arXiv preprints, ClinVar, ClinPGx pharmacogenomic",https://microquery.dev/datasets,1,Website,HTML,0.00,,,,,Commercial use permitted,2026-05-21,,,,,15/07/2026,,,,
Patrowl,Vulnerability Management,Cybersecurity,Global,"PatrowlHears provides scalable, free and open-source solutions for orchestrating Security Operations and providing Threat Intelligence feeds. PatrowlHears is an advanced and real-time Vulnerability Intelligence platform, including CVE, exploits and threats news. PatrowlHearsData is the public reposi",https://github.com/Patrowl/PatrowlHearsData,,Repository,,5624.48,,,,,Apache-2.0,2026-07-15,,,,,15/07/2026,,,,
frangelbarrera,Cloud Security,Cybersecurity,Global,Cloud Misconfig Scanner A Python CLI tool for detecting misconfigurations in cloud storage services. AWS S3 is fully supported with real API scanning. Azure Blob and GCP Storage currently run in simulated mode (roadmap).,https://github.com/frangelbarrera/Cloud-Misconfig-Scanner,,Repository,,0.09,,,,,MIT,2026-07-06,,,,,15/07/2026,,,,
Graph Neural Network Based Adaptive Threat Detection for Cloud Identity ...,Identity Access and Management,Cybersecurity,Global,The rapid expansion of cloud infrastructures and distributed identity systems has significantly increased the complexity and attack surface of modern enterprises. Traditional rule based or signature driven detection systems are often inadequate in identifying novel or evolving threats within Identit,https://arxiv.org/abs/2512.10280,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-12-12,,,,,15/07/2026,,,,
Cloud Identity & Access Management Software Market Report,Identity Access and Management,Cybersecurity,Global,"Cloud Identity and Access Management Software Market Size & Share Analysis - Growth Trends and Forecast (2026 - 2031) The Cloud Identity and Access Management Software Market Report is Segmented by Component (Software and Services), Deployment Model (Public Cloud, Private Cloud, and Hybrid Cloud), O",https://www.mordorintelligence.com/industry-reports/global-cloud-identity-and-access-management-software-market-industry,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
TURROKS,Vulnerability Management,Cybersecurity,Global,"CVE_Prioritizer leverages the correlation between CVSS and EPSS scores to enhance vulnerability remediation efforts. While CVSS captures the fundamental properties of a vulnerability, EPSS offers data-driven threat information, enabling you to better prioritize patching.",https://github.com/TURROKS/CVE_Prioritizer,,Repository,,6.88,,,,,BSD-3-Clause,2026-01-06,,,,,15/07/2026,,,,
nikhildesilva-squareai,"Governance, Risk and Compliance",Cybersecurity,Global,"Turn three GRC spreadsheets into a prioritised risk register, a gap analysis against NIST CSF and ISO 27001, and a short remediation roadmap — the way a GRC analyst prepares for an audit.",https://github.com/nikhildesilva-squareai/square1-starter-cyber-07-risk-register,,Repository,,0.01,,,,,MIT,2026-06-25,,,,,15/07/2026,,,,
18+ IAM Statistics for 2026 [Updated May],Cloud Security,Cybersecurity,Global,"Across every cloud IAM misconfiguration category measured in 2026, the majority of organizations are affected — turning IaC pipelines into a systematic risk multiplier.",https://stats.conversationalgeek.com/blog/iam-statistics-2026,1,Website,HTML,0.21,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Physical Security Management Policy,"Governance, Risk and Compliance",Cybersecurity,Global,"A robust physical security strategy safeguards facilities, assets, and personnel by implementing access controls, monitoring mechanisms, and incident response protocols.",https://www.sans.org/information-security-policy/physical-security-management-policy,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
PetrisGR,Identity Access and Management,Cybersecurity,Global,"Unsupervised anomaly detection for Account Takeover (ATO) identification in authentication systems using Isolation Forest. BSc thesis — University of East London / Metropolitan College, 2026.",https://github.com/PetrisGR/bsc-thesis-ato-detection-isolation-forest,,Repository,,0.33,,,,,MIT,2026-05-30,,,,,15/07/2026,,,,
Cybersecurity Audit Checklist: A Step-by-Step Guide for 2026,"Governance, Risk and Compliance",Cybersecurity,Global,"Cybersecurity audit checklist to assess risks, ensure compliance, identify gaps, and strengthen defenses across networks, applications, and data security.",https://qualysec.com/cybersecurity-audit-checklist/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
[2605.28146v1] Cybersecurity AI (CAI) Dataset,Penetration Testing,Cybersecurity,Global,"We present CAI Dataset, a fourteen-month corpus of cybersecurity LLM trajectories collected through the open-source CAI agent framework, built in response to PentestGPT's finding that expert operator trajectories, not base-model capability, are the bottleneck for cybersecurity LLM performance. CAI D",https://arxiv.org/abs/2605.28146v1,1,Document,PDF,0.04,,,,,CC0-1.0,2026-05-28,,,,,15/07/2026,,,,
"Cybersecurity Statistics 2026: Breaches, Costs & Ransomware Data",Penetration Testing,Cybersecurity,Global,"Vulnerability exploitation now causes 31% of breaches. Full 2026 cybersecurity statistics on breach costs, ransomware, AI threats & workforce. Free CSV.",https://axis-intelligence.com/cybersecurity-statistics/,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
mukul975,"Governance, Risk and Compliance",Cybersecurity,Global,"817 structured cybersecurity skills for AI agents · Mapped to 6 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND, NIST AI RMF & MITRE F3 (Fight Fraud) · agentskills.io standard ·...",https://github.com/mukul975/Anthropic-Cybersecurity-Skills,,Repository,,9.80,,,,,Apache-2.0,2026-06-26,,,,,15/07/2026,,,,
